stPoint: 213, ndPoint: 254, Hue: 213
stPoint: 214, ndPoint: 4, Hue: 214
stPoint: 215, ndPoint: 10, Hue: 215
stPoint: 216, ndPoint: 16, Hue: 216
stPoint: 217, ndPoint: 22, Hue: 217
stPoint: 218, ndPoint: 28, Hue: 218
stPoint: 219, ndPoint: 34, Hue: 219
stPoint: 220, ndPoint: 40, Hue: 220
stPoint: 221, ndPoint: 46, Hue: 221
stPoint: 222, ndPoint: 52, Hue: 222
stPoint: 223, ndPoint: 58, Hue: 223
stPoint: 224, ndPoint: 64, Hue: 224
stPoint: 225, ndPoint: 70, Hue: 225
stPoint: 226, ndPoint: 76, Hue: 226
stPoint: 227, ndPoint: 82, Hue: 227
stPoint: 228, ndPoint: 88, Hue: 228
stPoint: 229, ndPoint: 94, Hue: 229
stPoint: 230, ndPoint: 100, Hue: 230
stPoint: 231, ndPoint: 106, Hue: 231
stPoint: 232, ndPoint: 112, Hue: 232
stPoint: 233, ndPoint: 118, Hue: 233
stPoint: 234, ndPoint: 124, Hue: 234
stPoint: 235, ndPoint: 130, Hue: 235
stPoint: 236, ndPoint: 136, Hue: 236
stPoint: 237, ndPoint: 142, Hue: 237
stPoint: 238, ndPoint: 148, Hue: 238
stPoint: 239, ndPoint: 154, Hue: 239
stPoint: 240, ndPoint: 160, Hue: 240
stPoint: 241, ndPoint: 166, Hue: 241
stPoint: 242, ndPoint: 172, Hue: 242
stPoint: 243, ndPoint: 178, Hue: 243
stPoint: 244, ndPoint: 184, Hue: 244
stPoint: 245, ndPoint: 190, Hue: 245
stPoint: 246, ndPoint: 196, Hue: 246
stPoint: 247, ndPoint: 202, Hue: 247
stPoint: 248, ndPoint: 208, Hue: 248
stPoint: 249, ndPoint: 214, Hue: 249
stPoint: 250, ndPoint: 220, Hue: 250
stPoint: 251, ndPoint: 226, Hue: 251
stPoint: 252, ndPoint: 232, Hue: 252
stPoint: 253, ndPoint: 238, Hue: 253
stPoint: 254, ndPoint: 244, Hue: 254
stPoint: 255, ndPoint: 250, Hue: 255
stPoint: 0, ndPoint: 0, Hue: 0
stPoint: 1, ndPoint: 7, Hue: 1
stPoint: 2, ndPoint: 14, Hue: 2
stPoint: 3, ndPoint: 21, Hue: 3
stPoint: 4, ndPoint: 28, Hue: 4
stPoint: 5, ndPoint: 35, Hue: 5
stPoint: 6, ndPoint: 42, Hue: 6
stPoint: 7, ndPoint: 49, Hue: 7
stPoint: 8, ndPoint: 56, Hue: 8
stPoint: 9, ndPoint: 63, Hue: 9
stPoint: 10, ndPoint: 70, Hue: 10
stPoint: 11, ndPoint: 77, Hue: 11
stPoint: 12, ndPoint: 84, Hue: 12
stPoint: 13, ndPoint: 91, Hue: 13
stPoint: 14, ndPoint: 98, Hue: 14
stPoint: 15, ndPoint: 105, Hue: 15
stPoint: 16, ndPoint: 112, Hue: 16
stPoint: 17, ndPoint: 119, Hue: 17
stPoint: 18, ndPoint: 126, Hue: 18
stPoint: 19, ndPoint: 133, Hue: 19
stPoint: 20, ndPoint: 140, Hue: 20
stPoint: 21, ndPoint: 147, Hue: 21
stPoint: 22, ndPoint: 154, Hue: 22
stPoint: 23, ndPoint: 161, Hue: 23
stPoint: 24, ndPoint: 168, Hue: 24
stPoint: 25, ndPoint: 175, Hue: 25
stPoint: 26, ndPoint: 182, Hue: 26
stPoint: 27, ndPoint: 189, Hue: 27
stPoint: 28, ndPoint: 196, Hue: 28
stPoint: 29, ndPoint: 203, Hue: 29
stPoint: 30, ndPoint: 210, Hue: 30
stPoint: 31, ndPoint: 217, Hue: 31
stPoint: 32, ndPoint: 224, Hue: 32
stPoint: 33, ndPoint: 231, Hue: 33
stPoint: 34, ndPoint: 238, Hue: 34
stPoint: 35, ndPoint: 245, Hue: 35
stPoint: 36, ndPoint: 252, Hue: 36
stPoint: 37, ndPoint: 3, Hue: 37
stPoint: 38, ndPoint: 10, Hue: 38
stPoint: 39, ndPoint: 17, Hue: 39
stPoint: 40, ndPoint: 24, Hue: 40
stPoint: 41, ndPoint: 31, Hue: 41
stPoint: 42, ndPoint: 38, Hue: 42
stPoint: 43, ndPoint: 45, Hue: 43
stPoint: 44, ndPoint: 52, Hue: 44
stPoint: 45, ndPoint: 59, Hue: 45
stPoint: 46, ndPoint: 66, Hue: 46
stPoint: 47, ndPoint: 73, Hue: 47
stPoint: 48, ndPoint: 80, Hue: 48
stPoint: 49, ndPoint: 87, Hue: 49
stPoint: 50, ndPoint: 94, Hue: 50
stPoint: 51, ndPoint: 101, Hue: 51
stPoint: 52, ndPoint: 108, Hue: 52
stPoint: 53, ndPoint: 115, Hue: 53
stPoint: 54, ndPoint: 122, Hue: 54
stPoint: 55, ndPoint: 129, Hue: 55
stPoint: 56, ndPoint: 136, Hue: 56
stPoint: 57, ndPoint: 143, Hue: 57
stPoint: 58, ndPoint: 150, Hue: 58
stPoint: 59, ndPoint: 157, Hue: 59
stPoint: 60, ndPoint: 164, Hue: 60
stPoint: 61, ndPoint: 171, Hue: 61
stPoint: 62, ndPoint: 178, Hue: 62
stPoint: 63, ndPoint: 185, Hue: 63
stPoint: 64, ndPoint: 192, Hue: 64
stPoint: 65, ndPoint: 199, Hue: 65
stPoint: 66, ndPoint: 206, Hue: 66
stPoint: 67, ndPoint: 213, Hue: 67
stPoint: 68, ndPoint: 220, Hue: 68
stPoint: 69, ndPoint: 227, Hue: 69
stPoint: 70, ndPoint: 234, Hue: 70
stPoint: 71, ndPoint: 241, Hue: 71
stPoint: 72, ndPoint: 248, Hue: 72
stPoint: 73, ndPoint: 255, Hue: 73
stPoint: 74, ndPoint: 6, Hue: 74
stPoint: 75, ndPoint: 13, Hue: 75
stPoint: 76, ndPoint: 20, Hue: 76
stPoint: 77, ndPoint: 27, Hue: 77
stPoint: 78, ndPoint: 34, Hue: 78
stPoint: 79, ndPoint: 41, Hue: 79
stPoint: 80, ndPoint: 48, Hue: 80
stPoint: 81, ndPoint: 55, Hue: 81
stPoint: 82, ndPoint: 62, Hue: 82
stPoint: 83, ndPoint: 69, Hue: 83
stPoint: 84, ndPoint: 76, Hue: 84
stPoint: 85, ndPoint: 83, Hue: 85
stPoint: 86, ndPoint: 90, Hue: 86
stPoint: 87, ndPoint: 97, Hue: 87
stPoint: 88, ndPoint: 104, Hue: 88
stPoint: 89, ndPoint: 111, Hue: 89
stPoint: 90, ndPoint: 118, Hue: 90
stPoint: 91, ndPoint: 125, Hue: 91
stPoint: 92, ndPoint: 132, Hue: 92
stPoint: 93, ndPoint: 139, Hue: 93
stPoint: 94, ndPoint: 146, Hue: 94
stPoint: 95, ndPoint: 153, Hue: 95
stPoint: 96, ndPoint: 160, Hue: 96
stPoint: 97, ndPoint: 167, Hue: 97
stPoint: 98, ndPoint: 174, Hue: 98
stPoint: 99, ndPoint: 181, Hue: 99
stPoint: 100, ndPoint: 188, Hue: 100
stPoint: 101, ndPoint: 195, Hue: 101
stPoint: 102, ndPoint: 202, Hue: 102
stPoint: 103, ndPoint: 209, Hue: 103
stPoint: 104, ndPoint: 216, Hue: 104
stPoint: 105, ndPoint: 223, Hue: 105
stPoint: 106, ndPoint: 230, Hue: 106
stPoint: 107, ndPoint: 237, Hue: 107
stPoint: 108, ndPoint: 244, Hue: 108
stPoint: 109, ndPoint: 251, Hue: 109
stPoint: 110, ndPoint: 2, Hue: 110
stPoint: 111, ndPoint: 9, Hue: 111
stPoint: 112, ndPoint: 16, Hue: 112
stPoint: 113, ndPoint: 23, Hue: 113
stPoint: 114, ndPoint: 30, Hue: 114
stPoint: 115, ndPoint: 37, Hue: 115
stPoint: 116, ndPoint: 44, Hue: 116
stPoint: 117, ndPoint: 51, Hue: 117
stPoint: 118, ndPoint: 58, Hue: 118
stPoint: 119, ndPoint: 65, Hue: 119
stPoint: 120, ndPoint: 72, Hue: 120
stPoint: 121, ndPoint: 79, Hue: 121
stPoint: 122, ndPoint: 86, Hue: 122
stPoint: 123, ndPoint: 93, Hue: 123
stPoint: 124, ndPoint: 100, Hue: 124
stPoint: 125, ndPoint: 107, Hue: 125
stPoint: 126, ndPoint: 114, Hue: 126
stPoint: 127, ndPoint: 121, Hue: 127
stPoint: 128, ndPoint: 128, Hue: 128
stPoint: 129, ndPoint: 135, Hue: 129
stPoint: 130, ndPoint: 142, Hue: 130
stPoint: 131, ndPoint: 149, Hue: 131
stPoint: 132, ndPoint: 156, Hue: 132
stPoint: 133, ndPoint: 163, Hue: 133
stPoint: 134, ndPoint: 170, Hue: 134
stPoint: 135, ndPoint: 177, Hue: 135
stPoint: 136, ndPoint: 184, Hue: 136
stPoint: 137, ndPoint: 191, Hue: 137
stPoint: 138, ndPoint: 198, Hue: 138
stPoint: 139, ndPoint: 205, Hue: 139
stPoint: 140, ndPoint: 212, Hue: 140
stPoint: 141, ndPoint: 219, Hue: 141
stPoint: 142, ndPoint: 226, Hue: 142
stPoint: 143, ndPoint: 233, Hue: 143
stPoint: 144, ndPoint: 240, Hue: 144
stPoint: 145, ndPoint: 247, Hue: 145
stPoint: 146, ndPoint: 254, Hue: 146
stPoint: 147, ndPoint: 5, Hue: 147
stPoint: 148, ndPoint: 12, Hue: 148
stPoint: 149, ndPoint: 19, Hue: 149
stPoint: 150, ndPoint: 26, Hue: 150
stPoint: 151, ndPoint: 33, Hue: 151
stPoint: 152, ndPoint: 40, Hue: 152
stPoint: 153, ndPoint: 47, Hue: 153
stPoint: 154, ndPoint: 54, Hue: 154
stPoint: 155, ndPoint: 61, Hue: 155
stPoint: 156, ndPoint: 68, Hue: 156
stPoint: 157, ndPoint: 75, Hue: 157
stPoint: 158, ndPoint: 82, Hue: 158
stPoint: 159, ndPoint: 89, Hue: 159
stPoint: 160, ndPoint: 96, Hue: 160
stPoint: 161, ndPoint: 103, Hue: 161
stPoint: 162, ndPoint: 110, Hue: 162
stPoint: 163, ndPoint: 117, Hue: 163
stPoint: 164, ndPoint: 124, Hue: 164
stPoint: 165, ndPoint: 131, Hue: 165
stPoint: 166, ndPoint: 138, Hue: 166
stPoint: 167, ndPoint: 145, Hue: 167
stPoint: 168, ndPoint: 152, Hue: 168
stPoint: 169, ndPoint: 159, Hue: 169
stPoint: 170, ndPoint: 166, Hue: 170
stPoint: 171, ndPoint: 173, Hue: 171
stPoint: 172, ndPoint: 180, Hue: 172
stPoint: 173, ndPoint: 187, Hue: 173
stPoint: 174, ndPoint: 194, Hue: 174
stPoint: 175, ndPoint: 201, Hue: 175
stPoint: 176, ndPoint: 208, Hue: 176
stPoint: 177, ndPoint: 215, Hue: 177
stPoint: 178, ndPoint: 222, Hue: 178
stPoint: 179, ndPoint: 229, Hue: 179
stPoint: 180, ndPoint: 236, Hue: 180
stPoint: 181, ndPoint: 243, Hue: 181
stPoint: 182, ndPoint: 250, Hue: 182
stPoint: 183, ndPoint: 1, Hue: 183
stPoint: 184, ndPoint: 8, Hue: 184
stPoint: 185, ndPoint: 15, Hue: 185
stPoint: 186, ndPoint: 22, Hue: 186
stPoint: 187, ndPoint: 29, Hue: 187
stPoint: 188, ndPoint: 36, Hue: 188
stPoint: 189, ndPoint: 43, Hue: 189
stPoint: 190, ndPoint: 50, Hue: 190
stPoint: 191, ndPoint: 57, Hue: 191
stPoint: 192, ndPoint: 64, Hue: 192
stPoint: 193, ndPoint: 71, Hue: 193
stPoint: 194, ndPoint: 78, Hue: 194
stPoint: 195, ndPoint: 85, Hue: 195
stPoint: 196, ndPoint: 92, Hue: 196
stPoint: 197, ndPoint: 99, Hue: 197
stPoint: 198, ndPoint: 106, Hue: 198
stPoint: 199, ndPoint: 113, Hue: 199
stPoint: 200, ndPoint: 120, Hue: 200
stPoint: 201, ndPoint: 127, Hue: 201
stPoint: 202, ndPoint: 134, Hue: 202
stPoint: 203, ndPoint: 141, Hue: 203
stPoint: 204, ndPoint: 148, Hue: 204
stPoint: 205, ndPoint: 155, Hue: 205
stPoint: 206, ndPoint: 162, Hue: 206
stPoint: 207, ndPoint: 169, Hue: 207
stPoint: 208, ndPoint: 176, Hue: 208
stPoint: 209, ndPoint: 183, Hue: 209
stPoint: 210, ndPoint: 190, Hue: 210
stPoint: 211, ndPoint: 197, Hue: 211
stPoint: 212, ndPoint: 204, Hue: 212
stPoint: 213, ndPoint: 211, Hue: 213
stPoint: 214, ndPoint: 218, Hue: 214
stPoint: 215, ndPoint: 225, Hue: 215
stPoint: 216, ndPoint: 232, Hue: 216
stPoint: 217, ndPoint: 239, Hue: 217
stPoint: 218, ndPoint: 246, Hue: 218
stPoint: 219, ndPoint: 253, Hue: 219
stPoint: 220, ndPoint: 4, Hue: 220
stPoint: 221, ndPoint: 11, Hue: 221
stPoint: 222, ndPoint: 18, Hue: 222
stPoint: 223, ndPoint: 25, Hue: 223
stPoint: 224, ndPoint: 32, Hue: 224
stPoint: 225, ndPoint: 39, Hue: 225
stPoint: 226, ndPoint: 46, Hue: 226
stPoint: 227, ndPoint: 53, Hue: 227
stPoint: 228, ndPoint: 60, Hue: 228
stPoint: 229, ndPoint: 67, Hue: 229
stPoint: 230, ndPoint: 74, Hue: 230
stPoint: 231, ndPoint: 81, Hue: 231
stPoint: 232, ndPoint: 88, Hue: 232
stPoint: 233, ndPoint: 95, Hue: 233
stPoint: 234, ndPoint: 102, Hue: 234
stPoint: 235, ndPoint: 109, Hue: 235
stPoint: 236, ndPoint: 116, Hue: 236
stPoint: 237, ndPoint: 123, Hue: 237
stPoint: 238, ndPoint: 130, Hue: 238
stPoint: 239, ndPoint: 137, Hue: 239
stPoint: 240, ndPoint: 144, Hue: 240
stPoint: 241, ndPoint: 151, Hue: 241
stPoint: 242, ndPoint: 158, Hue: 242
stPoint: 243, ndPoint: 165, Hue: 243
stPoint: 244, ndPoint: 172, Hue: 244
stPoint: 245, ndPoint: 179, Hue: 245
stPoint: 246, ndPoint: 186, Hue: 246
stPoint: 247, ndPoint: 193, Hue: 247
stPoint: 248, ndPoint: 200, Hue: 248
stPoint: 249, ndPoint: 207, Hue: 249
stPoint: 250, ndPoint: 214, Hue: 250
stPoint: 251, ndPoint: 221, Hue: 251
stPoint: 252, ndPoint: 228, Hue: 252
stPoint: 253, ndPoint: 235, Hue: 253
stPoint: 254, ndPoint: 242, Hue: 254
stPoint: 255, ndPoint: 249, Hue: 255
stPoint: 0, ndPoint: 0, Hue: 0
stPoint: 1, ndPoint: 8, Hue: 1
stPoint: 2, ndPoint: 16, Hue: 2
stPoint: 3, ndPoint: 24, Hue: 3
stPoint: 4, ndPoint: 32, Hue: 4
stPoint: 5, ndPoint: 40, Hue: 5
stPoint: 6, ndPoint: 48, Hue: 6
stPoint: 7, ndPoint: 56, Hue: 7
stPoint: 8, ndPoint: 64, Hue: 8
stPoint: 9, ndPoint: 72, Hue: 9
stPoint: 10, ndPoint: 80, Hue: 10
stPoint: 11, ndPoint: 88, Hue: 11
stPoint: 12, ndPoint: 96, Hue: 12
stPoint: 13, ndPoint: 104, Hue: 13
stPoint: 14, ndPoint: 112, Hue: 14
stPoint: 15, ndPoint: 120, Hue: 15
stPoint: 16, ndPoint: 128, Hue: 16
stPoint: 17, ndPoint: 136, Hue: 17
stPoint: 18, ndPoint: 144, Hue: 18
stPoint: 19, ndPoint: 152, Hue: 19
stPoint: 20, ndPoint: 160, Hue: 20
stPoint: 21, ndPoint: 168, Hue: 21
stPoint: 22, ndPoint: 176, Hue: 22
stPoint: 23, ndPoint: 184, Hue: 23
stPoint: 24, ndPoint: 192, Hue: 24
stPoint: 25, ndPoint: 200, Hue: 25
stPoint: 26, ndPoint: 208, Hue: 26
stPoint: 27, ndPoint: 216, Hue: 27
stPoint: 28, ndPoint: 224, Hue: 28
stPoint: 29, ndPoint: 232, Hue: 29
stPoint: 30, ndPoint: 240, Hue: 30
stPoint: 31, ndPoint: 248, Hue: 31
stPoint: 32, ndPoint: 0, Hue: 32
stPoint: 33, ndPoint: 8, Hue: 33
stPoint: 34, ndPoint: 16, Hue: 34
stPoint: 35, ndPoint: 24, Hue: 35
stPoint: 36, ndPoint: 32, Hue: 36
stPoint: 37, ndPoint: 40, Hue: 37
stPoint: 38, ndPoint: 48, Hue: 38
stPoint: 39, ndPoint: 56, Hue: 39
stPoint: 40, ndPoint: 64, Hue: 40
stPoint: 41, ndPoint: 72, Hue: 41
stPoint: 42, ndPoint: 80, Hue: 42
stPoint: 43, ndPoint: 88, Hue: 43
stPoint: 44, ndPoint: 96, Hue: 44
stPoint: 45, ndPoint: 104, Hue: 45
stPoint: 46, ndPoint: 112, Hue: 46
stPoint: 47, ndPoint: 120, Hue: 47
stPoint: 48, ndPoint: 128, Hue: 48
stPoint: 49, ndPoint: 136, Hue: 49
stPoint: 50, ndPoint: 144, Hue: 50
stPoint: 51, ndPoint: 152, Hue: 51
stPoint: 52, ndPoint: 160, Hue: 52
stPoint: 53, ndPoint: 168, Hue: 53
stPoint: 54, ndPoint: 176, Hue: 54
stPoint: 55, ndPoint: 184, Hue: 55
stPoint: 56, ndPoint: 192, Hue: 56
stPoint: 57, ndPoint: 200, Hue: 57
stPoint: 58, ndPoint: 208, Hue: 58
stPoint: 59, ndPoint: 216, Hue: 59
stPoint: 60, ndPoint: 224, Hue: 60
stPoint: 61, ndPoint: 232, Hue: 61
stPoint: 62, ndPoint: 240, Hue: 62
stPoint: 63, ndPoint: 248, Hue: 63
stPoint: 64, ndPoint: 0, Hue: 64
stPoint: 65, ndPoint: 8, Hue: 65
stPoint: 66, ndPoint: 16, Hue: 66
stPoint: 67, ndPoint: 24, Hue: 67
stPoint: 68, ndPoint: 32, Hue: 68
stPoint: 69, ndPoint: 40, Hue: 69
stPoint: 70, ndPoint: 48, Hue: 70
stPoint: 71, ndPoint: 56, Hue: 71
stPoint: 72, ndPoint: 64, Hue: 72
stPoint: 73, ndPoint: 72, Hue: 73
stPoint: 74, ndPoint: 80, Hue: 74
stPoint: 75, ndPoint: 88, Hue: 75
stPoint: 76, ndPoint: 96, Hue: 76
stPoint: 77, ndPoint: 104, Hue: 77
stPoint: 78, ndPoint: 112, Hue: 78
stPoint: 79, ndPoint: 120, Hue: 79
stPoint: 80, ndPoint: 128, Hue: 80
stPoint: 81, ndPoint: 136, Hue: 81
stPoint: 82, ndPoint: 144, Hue: 82
stPoint: 83, ndPoint: 152, Hue: 83
stPoint: 84, ndPoint: 160, Hue: 84
stPoint: 85, ndPoint: 168, Hue: 85
stPoint: 86, ndPoint: 176, Hue: 86
stPoint: 87, ndPoint: 184, Hue: 87
stPoint: 88, ndPoint: 192, Hue: 88
stPoint: 89, ndPoint: 200, Hue: 89
stPoint: 90, ndPoint: 208, Hue: 90
stPoint: 91, ndPoint: 216, Hue: 91
stPoint: 92, ndPoint: 224, Hue: 92
stPoint: 93, ndPoint: 232, Hue: 93
stPoint: 94, ndPoint: 240, Hue: 94
stPoint: 95, ndPoint: 248, Hue: 95
stPoint: 96, ndPoint: 0, Hue: 96
stPoint: 97, ndPoint: 8, Hue: 97
stPoint: 98, ndPoint: 16, Hue: 98
stPoint: 99, ndPoint: 24, Hue: 99
stPoint: 100, ndPoint: 32, Hue: 100
stPoint: 101, ndPoint: 40, Hue: 101
stPoint: 102, ndPoint: 48, Hue: 102
stPoint: 103, ndPoint: 56, Hue: 103
stPoint: 104, ndPoint: 64, Hue: 104
stPoint: 105, ndPoint: 72, Hue: 105
stPoint: 106, ndPoint: 80, Hue: 106
stPoint: 107, ndPoint: 88, Hue: 107
stPoint: 108, ndPoint: 96, Hue: 108
stPoint: 109, ndPoint: 104, Hue: 109
stPoint: 110, ndPoint: 112, Hue: 110
stPoint: 111, ndPoint: 120, Hue: 111
stPoint: 112, ndPoint: 128, Hue: 112
stPoint: 113, ndPoint: 136, Hue: 113
stPoint: 114, ndPoint: 144, Hue: 114
stPoint: 115, ndPoint: 152, Hue: 115
stPoint: 116, ndPoint: 160, Hue: 116
stPoint: 117, ndPoint: 168, Hue: 117
stPoint: 118, ndPoint: 176, Hue: 118
stPoint: 119, ndPoint: 184, Hue: 119
stPoint: 120, ndPoint: 192, Hue: 120
stPoint: 121, ndPoint: 200, Hue: 121
stPoint: 122, ndPoint: 208, Hue: 122
stPoint: 123, ndPoint: 216, Hue: 123
stPoint: 124, ndPoint: 224, Hue: 124
stPoint: 125, ndPoint: 232, Hue: 125
stPoint: 126, ndPoint: 240, Hue: 126
stPoint: 127, ndPoint: 248, Hue: 127
stPoint: 128, ndPoint: 0, Hue: 128
stPoint: 129, ndPoint: 8, Hue: 129
stPoint: 130, ndPoint: 16, Hue: 130
stPoint: 131, ndPoint: 24, Hue: 131
stPoint: 132, ndPoint: 32, Hue: 132
stPoint: 133, ndPoint: 40, Hue: 133
stPoint: 134, ndPoint: 48, Hue: 134
stPoint: 135, ndPoint: 56, Hue: 135
stPoint: 136, ndPoint: 64, Hue: 136
stPoint: 137, ndPoint: 72, Hue: 137
stPoint: 138, ndPoint: 80, Hue: 138
stPoint: 139, ndPoint: 88, Hue: 139
stPoint: 140, ndPoint: 96, Hue: 140
stPoint: 141, ndPoint: 104, Hue: 141
stPoint: 142, ndPoint: 112, Hue: 142
stPoint: 143, ndPoint: 120, Hue: 143
stPoint: 144, ndPoint: 128, Hue: 144
stPoint: 145, ndPoint: 136, Hue: 145
stPoint: 146, ndPoint: 144, Hue: 146
stPoint: 147, ndPoint: 152, Hue: 147
stPoint: 148, ndPoint: 160, Hue: 148
stPoint: 149, ndPoint: 168, Hue: 149
stPoint: 150, ndPoint: 176, Hue: 150
stPoint: 151, ndPoint: 184, Hue: 151
stPoint: 152, ndPoint: 192, Hue: 152
stPoint: 153, ndPoint: 200, Hue: 153
stPoint: 154, ndPoint: 208, Hue: 154
stPoint: 155, ndPoint: 216, Hue: 155
stPoint: 156, ndPoint: 224, Hue: 156
stPoint: 157, ndPoint: 232, Hue: 157
stPoint: 158, ndPoint: 240, Hue: 158
stPoint: 159, ndPoint: 248, Hue: 159
stPoint: 160, ndPoint: 0, Hue: 160
stPoint: 161, ndPoint: 8, Hue: 161
stPoint: 162, ndPoint: 16, Hue: 162
stPoint: 163, ndPoint: 24, Hue: 163
stPoint: 164, ndPoint: 32, Hue: 164
stPoint: 165, ndPoint: 40, Hue: 165
stPoint: 166, ndPoint: 48, Hue: 166
stPoint: 167, ndPoint: 56, Hue: 167
stPoint: 168, ndPoint: 64, Hue: 168
stPoint: 169, ndPoint: 72, Hue: 169
stPoint: 170, ndPoint: 80, Hue: 170
stPoint: 171, ndPoint: 88, Hue: 171
stPoint: 172, ndPoint: 96, Hue: 172
stPoint: 173, ndPoint: 104, Hue: 173
stPoint: 174, ndPoint: 112, Hue: 174
stPoint: 175, ndPoint: 120, Hue: 175
stPoint: 176, ndPoint: 128, Hue: 176
stPoint: 177, ndPoint: 136, Hue: 177
stPoint: 178, ndPoint: 144, Hue: 178
stPoint: 179, ndPoint: 152, Hue: 179
stPoint: 180, ndPoint: 160, Hue: 180
stPoint: 181, ndPoint: 168, Hue: 181
stPoint: 182, ndPoint: 176, Hue: 182
stPoint: 183, ndPoint: 184, Hue: 183
stPoint: 184, ndPoint: 192, Hue: 184
stPoint: 185, ndPoint: 200, Hue: 185
stPoint: 186, ndPoint: 208, Hue: 186
stPoint: 187, ndPoint: 216, Hue: 187
stPoint: 188, ndPoint: 224, Hue: 188
stPoint: 189, ndPoint: 232, Hue: 189
stPoint: 190, ndPoint: 240, Hue: 190
stPoint: 191, ndPoint: 248, Hue: 191
stPoint: 192, ndPoint: 0, Hue: 192
stPoint: 193, ndPoint: 8, Hue: 193
stPoint: 194, ndPoint: 16, Hue: 194
stPoint: 195, ndPoint: 24, Hue: 195
stPoint: 196, ndPoint: 32, Hue: 196
stPoint: 197, ndPoint: 40, Hue: 197
stPoint: 198, ndPoint: 48, Hue: 198
stPoint: 199, ndPoint: 56, Hue: 199
stPoint: 200, ndPoint: 64, Hue: 200
stPoint: 201, ndPoint: 72, Hue: 201
stPoint: 202, ndPoint: 80, Hue: 202
stPoint: 203, ndPoint: 88, Hue: 203
stPoint: 204, ndPoint: 96, Hue: 204
stPoint: 205, ndPoint: 104, Hue: 205
stPoint: 206, ndPoint: 112, Hue: 206
stPoint: 207, ndPoint: 120, Hue: 207
stPoint: 208, ndPoint: 128, Hue: 208
stPoint: 209, ndPoint: 136, Hue: 209
stPoint: 210, ndPoint: 144, Hue: 210
stPoint: 211, ndPoint: 152, Hue: 211
stPoint: 212, ndPoint: 160, Hue: 212
stPoint: 213, ndPoint: 168, Hue: 213
stPoint: 214, ndPoint: 176, Hue: 214
stPoint: 215, ndPoint: 184, Hue: 215
stPoint: 216, ndPoint: 192, Hue: 216
stPoint: 217, ndPoint: 200, Hue: 217
stPoint: 218, ndPoint: 208, Hue: 218
stPoint: 219, ndPoint: 216, Hue: 219
stPoint: 220, ndPoint: 224, Hue: 220
stPoint: 221, ndPoint: 232, Hue: 221
stPoint: 222, ndPoint: 240, Hue: 222
stPoint: 223, ndPoint: 248, Hue: 223
stPoint: 224, ndPoint: 0, Hue: 224
stPoint: 225, ndPoint: 8, Hue: 225
stPoint: 226, ndPoint: 16, Hue: 226
stPoint: 227, ndPoint: 24, Hue: 227
stPoint: 228, ndPoint: 32, Hue: 228
stPoint: 229, ndPoint: 40, Hue: 229
stPoint: 230, ndPoint: 48, Hue: 230
stPoint: 231, ndPoint: 56, Hue: 231
stPoint: 232, ndPoint: 64, Hue: 232
stPoint: 233, ndPoint: 72, Hue: 233
stPoint: 234, ndPoint: 80, Hue: 234
stPoint: 235, ndPoint: 88, Hue: 235
stPoint: 236, ndPoint: 96, Hue: 236
stPoint: 237, ndPoint: 104, Hue: 237
stPoint: 238, ndPoint: 112, Hue: 238
stPoint: 239, ndPoint: 120, Hue: 239
stPoint: 240, ndPoint: 128, Hue: 240
stPoint: 241, ndPoint: 136, Hue: 241
stPoint: 242, ndPoint: 144, Hue: 242
stPoint: 243, ndPoint: 152, Hue: 243
stPoint: 244, ndPoint: 160, Hue: 244
stPoint: 245, ndPoint: 168, Hue: 245
stPoint: 246, ndPoint: 176, Hue: 246
stPoint: 247, ndPoint: 184, Hue: 247
stPoint: 248, ndPoint: 192, Hue: 248
stPoint: 249, ndPoint: 200, Hue: 249
stPoint: 250, ndPoint: 208, Hue: 250
stPoint: 251, ndPoint: 216, Hue: 251
stPoint: 252, ndPoint: 224, Hue: 252
stPoint: 253, ndPoint: 232, Hue: 253
stPoint: 254, ndPoint: 240, Hue: 254
stPoint: 255, ndPoint: 248, Hue: 255
stPoint: 0, ndPoint: 0, Hue: 0
stPoint: 1, ndPoint: 9, Hue: 1
stPoint: 2, ndPoint: 18, Hue: 2
stPoint: 3, ndPoint: 27, Hue: 3
stPoint: 4, ndPoint: 36, Hue: 4
stPoint: 5, ndPoint: 45, Hue: 5
stPoint: 6, ndPoint: 54, Hue: 6
stPoint: 7, ndPoint: 63, Hue: 7
stPoint: 8, ndPoint: 72, Hue: 8
stPoint: 9, ndPoint: 81, Hue: 9
stPoint: 10, ndPoint: 90, Hue: 10
stPoint: 11, ndPoint: 99, Hue: 11
stPoint: 12, ndPoint: 108, Hue: 12
stPoint: 13, ndPoint: 117, Hue: 13
stPoint: 14, ndPoint: 126, Hue: 14
stPoint: 15, ndPoint: 135, Hue: 15
stPoint: 16, ndPoint: 144, Hue: 16
stPoint: 17, ndPoint: 153, Hue: 17
stPoint: 18, ndPoint: 162, Hue: 18
stPoint: 19, ndPoint: 171, Hue: 19
stPoint: 20, ndPoint: 180, Hue: 20
stPoint: 21, ndPoint: 189, Hue: 21
stPoint: 22, ndPoint: 198, Hue: 22
stPoint: 23, ndPoint: 207, Hue: 23
stPoint: 24, ndPoint: 216, Hue: 24
stPoint: 25, ndPoint: 225, Hue: 25
stPoint: 26, ndPoint: 234, Hue: 26
stPoint: 27, ndPoint: 243, Hue: 27
